#NAME?,"Sorry, the query is too large to fit into the Excel cell. You will not be able to update your table with the .Stat Populator.",,,,,,,,,,
Country,Time,Sector,Total energy,Oil products,Heavy fuel oil,Light fuel oil,Automotive diesel,Unleaded gasoline,Natural gas,Coal,Electricity
,,Nominal index for industry and households,44.30708646,37.42722187,,,,,50.85502962,34.23447987,57.47079647
,,Nominal index for industry,44.47941861,32.45142284,25.22325017,32.78888674,34.03152003,,53.54434881,37.48426645,58.52668152
,,Nominal index for households,44.12915616,40.07340488,,32.1118872,33.97218889,40.80439676,47.30324964,9.960131113,56.07309811
,Q3-1988,Real index for industry and households,78.45574238,67.69155868,,,,,96.47853512,56.63065776,99.20920558
,,Real index for industry,71.31717685,50.4580968,42.60369149,48.28205127,52.62010895,,91.78707469,61.06033021,94.65040955
,,Real index for households,85.82620123,76.85649756,,54.65003326,62.72004647,79.66099715,102.6745401,23.54312692,105.2437845
,,Nominal index for industry and households,44.98474185,37.43731071,,,,,52.39459238,35.76765474,59.09802993
,,Nominal index for industry,44.44656927,31.20691385,24.84936752,31.34815562,32.57110316,,51.74738024,39.24967539,60.38165607
,,Nominal index for households,45.54039674,40.75070223,,31.66879952,33.37649267,41.67270413,53.24936453,9.758628741,57.39886568
,Q4-1988,Real index for industry and households,75.92902965,65.73696803,,,,,94.38472072,55.47260025,95.5340305
,,Real index for industry,70.77301438,50.09792634,39.1543283,48.75431346,52.68886058,,100.1235149,59.46053449,91.54591358
,,Real index for households,81.25253592,74.05397724,,52.9406317,61.65596757,76.65085649,86.80550349,25.68464212,100.8131889
,,Nominal index for industry and households,44.10416533,36.77338938,,,,,52.14403795,34.99652766,57.69801535
,,Nominal index for industry,44.57678371,31.29903109,23.04345175,31.8148781,32.96022068,,57.03790789,38.3272152,59.22706087
,,Nominal index for households,43.61619415,39.68471151,,30.91658028,33.06526586,40.53441581,45.68071097,10.11788752,55.67398405
,Q1-1989,Real index for industry and households,77.67514151,67.24302387,,,,,95.76485479,62.08862758,94.5115292
,,Real index for industry,73.23556026,53.42491645,41.21336632,51.29433897,56.54153472,,104.5147282,63.10743749,91.41193206
,,Real index for households,82.23057898,74.72630357,,57.57268101,64.3447036,76.5070175,84.83482823,53.70630359,98.63914439
,,Nominal index for industry and households,44.58523474,37.52474776,,,,,52.86882236,36.301168,57.40891914
,,Nominal index for industry,45.57325641,33.26670628,23.67885226,34.05215306,35.31122865,,59.02809275,39.46756044,59.27358442
,,Nominal index for households,43.57142946,39.8307159,,33.76078559,34.4896655,40.20903224,45.17488371,10.24947081,54.92581555
,Q2-1989,Real index for industry and households,79.37069067,72.48124082,,,,,90.12814146,61.48470899,94.22163688
,,Real index for industry,71.04760141,53.43251643,43.47393827,51.06746067,56.27645548,,91.16215695,63.38029456,89.17621569
,,Real index for households,87.91098097,82.79719281,,57.55468011,65.43923295,85.70428879,88.83648656,45.88865698,100.9404317
,,Nominal index for industry and households,46.40160327,41.11808493,,,,,50.44350913,38.1058697,58.10310365
,,Nominal index for industry,45.29067806,33.96259541,25.80970153,34.48237431,35.87435396,,52.40965542,41.5561591,58.93552191
,,Nominal index for households,47.54151941,44.99318358,,34.3077969,35.53741731,45.98787401,47.98747003,9.718392001,56.99460403
,Q3-1989,Real index for industry and households,78.77777649,69.46663845,,,,,93.45179992,58.77809125,96.58513118
,,Real index for industry,70.73469363,52.43480181,43.57040197,50.45106095,54.73888456,,87.3528589,61.22765032,91.82518395
,,Real index for households,87.03075328,78.69033267,,57.62164892,64.12461975,81.1871794,101.0703773,38.62418667,102.9237712
,,Nominal index for industry and households,46.5670839,39.83931219,,,,,52.57328048,38.38201305,59.68633657
,,Nominal index for industry,45.46874087,33.44699633,25.7704859,34.47590543,35.05805239,,50.72026078,41.86184988,60.59751472
,,Nominal index for households,47.69408953,43.30110954,,34.58040175,34.85000159,44.13563484,54.88800591,9.751432015,58.47295542
,Q4-1989,Real index for industry and households,76.2698182,68.79051423,,,,,87.75252624,55.77090497,92.40688498
,,Real index for industry,71.03078991,55.97240165,45.46393231,55.73078596,58.54950328,,90.52419913,58.63594894,88.36900745
,,Real index for households,81.64556523,75.73224068,,62.06635514,66.6312318,77.2749921,84.29025233,32.1985717,97.78397236
,,Nominal index for industry and households,46.04933021,40.22184856,,,,,50.45716414,38.05698655,57.86611959
,,Nominal index for industry,46.43917734,36.16995577,27.45674615,38.57174312,37.92119395,,53.66894901,41.43209457,59.01343066
,,Nominal index for households,45.64930954,42.41617562,,37.64812562,36.72536009,42.76279302,46.44511822,10.28806852,56.33828924
,Q1-1990,Real index for industry and households,78.71913099,70.56864236,,,,,93.21167495,62.94040067,93.3826014
,,Real index for industry,74.16682014,57.27682582,46.30551534,58.06466309,59.5884798,,100.4602289,62.62721926,90.60466955
,,Real index for households,83.46453967,77.78998822,,62.68857638,66.95944739,79.17305706,83.71715841,66.9856488,97.12436574
,,Nominal index for industry and households,47.73779287,41.46079012,,,,,54.64805653,41.51151131,59.09812537
,,Nominal index for industry,48.52587848,37.3673398,28.17291457,39.40327101,39.10700406,,60.32421441,43.70556413,61.04218494
,,Nominal index for households,46.9162786,43.68473148,,38.53867465,37.99222658,44.01392351,47.21314259,13.17174475,56.47955402
,Q2-1990,Real index for industry and households,77.50333318,69.3552865,,,,,85.97982796,63.25600716,94.01265496
,,Real index for industry,70.84992928,54.11982886,42.22849782,54.29815144,56.37463715,,85.54290549,63.64447685,89.62331189
,,Real index for households,84.43895811,77.63259824,,58.64074567,63.82068273,79.45629244,86.55213075,58.23828816,99.92492646
,,Nominal index for industry and households,47.49725174,41.20354711,,,,,50.6830435,43.30097763,59.91512881
,,Nominal index for industry,46.8769575,35.66355187,25.96551352,37.26159192,37.34471317,,51.70658304,45.6639704,60.79951883
,,Nominal index for households,48.14385733,44.21338566,,36.36391959,36.86263743,44.84017443,49.3423605,12.77907647,58.72389044
,Q3-1990,Real index for industry and households,81.52852521,75.48521884,,,,,87.38991589,60.73298584,95.45062794
,,Real index for industry,74.15047704,60.7477066,46.1865493,63.13779838,63.58562778,,80.68818302,60.96024841,91.41946283
,,Real index for households,89.21953203,83.49200053,,65.66100657,69.06457799,85.40521427,96.16817898,57.7975194,100.8804479
,,Nominal index for industry and households,50.42084353,45.36612243,,,,,52.05994829,41.27676605,61.40055567
,,Nominal index for industry,49.38253839,40.18530575,28.66161898,43.35224219,42.27931515,,49.48736068,43.46239601,62.47691029
,,Nominal index for households,51.50319103,48.18082192,,41.2737978,40.30800988,48.83278278,55.42965152,13.04579451,59.95074857
,Q4-1990,Real index for industry and households,84.53159021,84.59051503,,,,,86.30684247,57.03851452,91.31219217
,,Real index for industry,77.61724008,70.28080386,53.00331156,76.58231606,72.92846155,,89.37340893,57.36574351,87.49863918
,,Real index for households,91.73923007,92.36487555,,78.57839518,77.55245294,94.06220827,82.29010117,52.81181898,96.44889722
,,Nominal index for industry and households,53.28645222,51.9294516,,,,,52.82385302,39.54978222,60.01247213
,,Nominal index for industry,52.72285504,47.60460323,33.56717062,54.63935091,49.53776878,,56.18113221,41.57721691,61.25186768
,,Nominal index for households,53.87395582,54.27910982,,50.214937,46.16299057,54.75358622,48.42632173,13.36216038,58.34305534
,Q1-1991,Real index for industry and households,81.08728935,75.8050951,,,,,86.82903359,58.24216071,93.61434565
,,Real index for industry,76.69040797,63.88447391,48.45048177,67.39702821,66.31136233,,91.97256478,59.36084071,91.61783394
,,Real index for households,85.4852337,82.18259066,,76.64045478,73.16612451,82.97444702,80.78917599,46.49615101,96.32194538
,,Nominal index for industry and households,51.17860193,46.80577713,,,,,52.81827508,40.6366581,61.40442907
,,Nominal index for industry,52.13275063,43.83302549,31.82125484,48.033746,45.49124555,,57.26166951,43.25497483,63.38807243
,,Nominal index for households,50.22422256,48.39619009,,49.44929057,43.55760517,48.27486633,47.60056206,13.14463736,58.71428095
,Q2-1991,Real index for industry and households,79.07574282,72.10635461,,,,,82.56119793,58.53187535,95.06341951
,,Real index for industry,72.05952403,56.64027701,42.81153367,56.77198392,58.84041252,,78.75932143,59.8178839,91.57379967
,,Real index for households,86.09365782,80.38065841,,63.37110199,67.48333213,82.27655566,87.02560027,45.02893541,99.77304557
,,Nominal index for industry and households,50.14290738,44.74978454,,,,,50.39063117,41.38881973,62.27324129
,,Nominal index for industry,49.26353905,39.19005653,29.67385175,40.60703605,40.56960201,,49.30375126,44.09110641,63.26708957
,,Nominal index for households,51.0224883,47.72422187,,41.3288432,40.62256566,48.29327072,51.66691388,13.01512426,60.93193364
,Q3-1991,Real index for industry and households,80.8306179,72.74339864,,,,,85.86491339,58.19138133,97.72123588
,,Real index for industry,73.81812446,58.0004609,40.15280628,58.22243079,60.82158129,,75.71483701,59.27498251,95.1663846
,,Real index for households,87.84480665,80.63082485,,63.78404846,68.70777292,82.36433307,97.78377103,46.81369515,101.1692889
,,Nominal index for industry and households,51.38614092,45.40450971,,,,,52.55155861,40.88206273,63.99272736
,,Nominal index for industry,50.35015616,39.94848812,26.82736065,41.53502768,41.86860196,,47.554311,43.5207371,65.46306169
,,Nominal index for households,52.42237613,48.32346443,,41.94444632,41.60397903,48.78790644,58.41964084,13.17628912,62.00834934
,Q4-1991,Real index for industry and households,79.4746036,73.1821725,,,,,82.66620527,57.41501614,94.15205752
,,Real index for industry,74.6977332,60.64567976,42.04532009,61.36128876,63.71963962,,85.04784866,58.42332677,91.93564867
,,Real index for households,84.25262884,79.88915745,,66.14012968,70.19360478,81.28328202,79.86952991,46.82787193,97.1433452
,,Nominal index for industry and households,50.87907076,45.99982916,,,,,51.05313146,40.02122366,62.16261897
,,Nominal index for industry,50.97969612,41.71263199,27.93360032,43.72635627,43.8085986,,53.3827886,42.52479712,63.59234438
,,Nominal index for households,50.77842108,48.29346642,,43.92066941,42.92907837,48.53942513,48.31750162,13.73399393,60.23304717
,Q1-1992,Real index for industry and households,77.46190148,69.30055849,,,,,83.10288233,58.67440601,94.40018611
,,Real index for industry,73.09057877,57.17272895,37.80808226,56.77205746,60.07530305,,85.75953012,57.53933717,92.7077749
,,Real index for households,81.7314275,75.83413393,,60.85088448,66.36685636,77.17778018,80.04301537,70.20501326,96.69132978
,,Nominal index for industry and households,49.6682753,43.71108951,,,,,51.59347623,39.42196525,62.36116547
,,Nominal index for industry,49.86234611,39.29181527,25.53644417,40.11005052,41.32443135,,54.25193957,41.6722804,63.87202761
,,Nominal index for households,49.4787239,46.09186684,,40.97283161,40.98500349,46.32453088,48.53151817,16.56211821,60.31579838
,Q2-1992,Real index for industry and households,78.52444859,71.02987726,,,,,80.17181909,57.83815815,95.45602012
,,Real index for industry,72.41892748,57.91946472,39.8546143,56.88414252,60.84542239,,76.23466992,56.74763358,92.34232547
,,Real index for households,84.48778806,78.09279557,,60.19839516,66.84203021,79.8653595,84.70653863,68.91626198,99.67126149
,,Nominal index for industry and households,50.71579078,45.07679554,,,,,50.2379449,39.63414219,63.52148667
,,Nominal index for industry,49.84409552,39.95921052,26.57479798,40.32682832,42.07565833,,48.82513926,41.86125151,64.18379972
,,Nominal index for households,51.56718654,47.83377095,,40.9608269,41.65508691,48.32020043,51.86518254,17.01003187,62.62486394
,Q3-1992,Real index for industry and households,80.09430397,71.22228937,,,,,87.48097033,56.31589924,97.59911555
,,Real index for industry,73.89722155,57.90655552,41.2794352,56.72933184,60.71184635,,80.58484718,55.07371404,95.42078374
,,Real index for households,86.14707254,78.39581958,,58.40507845,66.75825682,80.48155644,95.42376929,68.93464885,100.5480863
,,Nominal index for industry and households,51.84665087,45.37282061,,,,,54.80283552,38.42625694,65.0338383
,,Nominal index for industry,50.83925864,40.02580296,27.23298358,40.11633957,42.10186182,,51.50009227,40.50855988,66.21652217
,,Nominal index for households,52.83058358,48.2533973,,39.93398606,41.70705284,48.95086874,58.60686065,17.27316358,63.43275067
,Q4-1992,Real index for industry and households,78.98626628,71.48581715,,,,,87.18928848,56.72698022,94.48070375
,,Real index for industry,74.4343484,59.0751226,43.70324541,58.19378965,61.75247103,,92.21950342,55.3902658,92.58810168
,,Real index for households,83.43218189,78.17177928,,60.29115793,67.33637793,80.02748442,81.39560046,70.30600584,97.04286074
,,Nominal index for industry and households,51.43019963,45.82722089,,,,,55.00040672,38.25078832,63.39057435
,,Nominal index for industry,51.23050583,40.8513126,28.45811477,41.30655518,42.86306218,,58.84839953,40.22459233,64.57028622
,,Nominal index for households,51.62524308,48.50787138,,41.40622978,42.43713018,49.07261886,50.56837548,18.19988228,61.79351016
,Q1-1993,Real index for industry and households,77.55030145,69.84566116,,,,,85.56525772,57.09557217,93.2314299
,,Real index for industry,73.61472276,58.38829543,41.02622168,54.76421684,61.53134452,,92.03341119,54.95898672,91.91735122
,,Real index for households,81.33479427,76.17100427,,60.90330464,66.64477378,77.68906194,78.37447306,77.56501258,94.93953575
,,Nominal index for industry and households,50.95071681,45.31974486,,,,,54.44290752,38.8340386,62.85282533
,,Nominal index for industry,50.98591491,40.57885059,27.14799687,39.5086351,42.82158075,,59.34801634,40.62623779,64.30615704
,,Nominal index for households,50.91686996,47.93708149,,42.34720441,42.49872707,48.24986697,48.98979305,21.66397204,60.96371135
,Q2-1993,Real index for industry and households,78.36960799,69.94867678,,,,,87.0633105,53.62930356,94.9595511
,,Real index for industry,73.32875828,58.39122091,40.51025128,54.66189955,61.62655307,,89.3219523,52.43823269,92.0179634
,,Real index for households,83.21694075,76.32927732,,59.78021207,66.50086979,77.96771665,84.55233007,65.04029298,98.78317538
,,Nominal index for industry and households,51.76582589,45.6887241,,,,,55.60430889,36.58700358,64.26873952
,,Nominal index for industry,50.9640065,40.72592598,26.79645801,39.46652933,43.05112632,,57.70275938,38.36375646,64.62873745
,,Nominal index for households,52.53686365,48.42856864,,41.94485223,42.73377172,48.81478266,53.27141658,19.56491953,63.80079604
